Trial,Rule,Result,Probability,PC1,PC2,PC3,Site,Excluded
19,1,Sand,0.716,'> 1.729,'> 0.227,'> -0.01,"A, B, C, D, E, F, G, H, I, J, L",K
19,2,Sand,0.6829999999999999,'> -0.925,'0.186 < x <= 0.227,'> -0.157,"A, B, D, E, F, G, H","C, I, J, K, L"
19,3,Sand,0.651,'0.753 < x <= 1.447,'-1.303 < x <= 0.227,'> -0.157,"B, C, D, E, F, G, H, I, J, L","A, K"
19,4,Sand,0.643,'<= -1.341,"",'0.047 < x <= 0.119,G,"A, B, C, D, E, F, H, I, J, K, L"
19,5,Sand,0.642,'> -1.341,'<= 0.101,'> 0.119,I,"A, B, C, D, E, F, G, H, J, K, L"
19,6,Sand,0.527,'> -1.341,"","",Any,None
19,7,Reef,0.984,"","",'> 0.127,J,"A, B, C, D, E, F, G, H, I, K, L"
19,8,Reef,0.9530000000000001,'<= 1.467,'-1.303 < x <= 0.227,'-0.289 < x <= -0.157,Any,None
19,9,Reef,0.897,'-1.341 < x <= 0.563,'> 0.227,'> 0.057,Any,None
19,10,Reef,0.8790000000000001,"",'> 0.227,"",K,"A, B, C, D, E, F, G, H, I, J, L"
19,11,Reef,0.8650000000000001,"","",'-0.321 < x <= -0.289,"B, D, E, F, G, H, I, J, K, L","A, C"
19,12,Reef,0.8570000000000001,'-0.925 < x <= 1.467,'-1.362 < x <= -1.347,"",Any,None
19,13,Reef,0.8550000000000001,'-0.925 < x <= 0.591,'0.102 < x <= 0.224,'> 0.101,"B, C, E, F, G, H, I, J, K, L","A, D"
19,14,Reef,0.8520000000000001,'-0.771 < x <= -0.512,'> 0.102,"",L,"A, B, C, D, E, F, G, H, I, J, K"
19,15,Reef,0.8490000000000001,'0.563 < x <= 2.373,'0.269 < x <= 0.275,'<= 0.051,"A, C, D, E, F, G, H, I, J, L","B, K"
19,16,Reef,0.8480000000000001,'<= 1.447,'-1.575 < x <= -1.427,'> -0.047,"A, B, C, D, F, G, H, I, J, K, L",E
19,17,Reef,0.8480000000000001,'0.563 < x <= 1.729,'> 0.401,"","A, B, D, E, F, G, H, I, J, K, L",C
19,18,Reef,0.8290000000000001,"",'0.227 < x <= 0.228,"",Any,None
19,19,Reef,0.8290000000000001,"","",'<= -0.26,C,"A, B, D, E, F, G, H, I, J, K, L"
19,20,Reef,0.8180000000000001,'0.543 < x <= 0.563,'> 0.228,"","A, B, D, E, F, G, H, I, J, K, L",C
19,21,Reef,0.808,"",'<= 0.227,'<= -0.354,Any,None
19,22,Reef,0.806,'<= 0.965,'> 0.101,"",I,"A, B, C, D, E, F, G, H, J, K, L"
19,23,Reef,0.804,'<= 0.543,'> 0.228,"","A, B, D, E, F, H, I, J, K, L","C, G"
19,24,Reef,0.7899999999999999,'1.447 < x <= 1.467,'<= 0.227,"","C, D, E, F, G, H, L","A, B, I, J, K"
19,25,Reef,0.7889999999999999,'<= -1.341,"","","A, B, C, D, E, F, H, I, J, K, L",G
19,26,Reef,0.7819999999999999,'<= -1.341,"",'> 0.119,G,"A, B, C, D, E, F, H, I, J, K, L"
19,27,Reef,0.729,"",'> -0.029,'> 0.078,K,"A, B, C, D, E, F, G, H, I, J, L"
19,28,Reef,0.722,"",'<= -1.427,'-0.089 < x <= -0.047,Any,None
19,29,Reef,0.707,'<= 0.443,'> 0.386,"",C,"A, B, D, E, F, G, H, I, J, K, L"
19,30,Reef,0.701,"",'0.227 < x <= 0.401,'0.037 < x <= 0.051,Any,None
19,31,Reef,0.689,'<= -1.341,"",'<= 0.047,Any,None
19,32,Reef,0.6779999999999999,'-0.908 < x <= 1.447,'<= -1.427,'-0.178 < x <= -0.116,Any,None
19,33,Reef,0.6749999999999999,"",'> 0.401,'<= -0.01,"A, B, D, E, F, G, H, I, J, K, L",C
19,34,Reef,0.6709999999999999,'<= 2.443,'0.283 < x <= 0.396,"","A, E, F, H, I, J, K, L","B, C, D, G"
19,35,Reef,0.654,'<= -0.925,'<= 0.224,"","E, F, G, H, I, J, K, L","A, B, C, D"
19,36,Reef,0.637,'-1.341 < x <= 0.563,'0.228 < x <= 0.332,'<= -0.048,G,"A, B, C, D, E, F, H, I, J, K, L"
19,37,Reef,0.636,'-0.908 < x <= 0.753,'-1.303 < x <= 0.186,'> -0.321,"E, F, G, H","A, B, C, D, I, J, K, L"
19,38,Reef,0.616,'-0.771 < x <= 0.591,'0.102 < x <= 0.142,"","C, E, F, G, H, I, J, L","A, B, D, K"
19,39,Reef,0.612,'<= 0.965,"",'<= 0.119,I,"A, B, C, D, E, F, G, H, J, K, L"
19,40,Reef,0.585,"",'<= 0.224,"",A,"B, C, D, E, F, G, H, I, J, K, L"
20,1,Sand,0.7899999999999999,'2.06 < x <= 2.402,'0.287 < x <= 0.383,"","A, B, C, D, E, F, G, H, J, K, L",I
20,2,Sand,0.518,'> -2.61,"","",Any,None
20,3,Reef,0.994,'<= -0.386,'> -1.159,'-0.201 < x <= 0.013,"A, E, F, H, I, J, K, L","B, C, D, G"
20,4,Reef,0.988,'<= -0.386,"","",J,"A, B, C, D, E, F, G, H, I, K, L"
20,5,Reef,0.935,'1.787 < x <= 1.84,'<= -1.203,"",Any,None
20,6,Reef,0.891,'<= 2.402,'> 0.383,"",B,"A, C, D, E, F, G, H, I, J, K, L"
20,7,Reef,0.8510000000000001,"",'> 0.383,"",D,"A, B, C, E, F, G, H, I, J, K, L"
20,8,Reef,0.8230000000000001,'<= 1.84,'<= -1.007,'-0.319 < x <= -0.265,Any,None
20,9,Reef,0.8170000000000001,'<= -1.015,"","",D,"A, B, C, E, F, G, H, I, J, K, L"
20,10,Reef,0.806,'<= 0.982,"",'<= -0.092,D,"A, B, C, E, F, G, H, I, J, K, L"
20,11,Reef,0.7949999999999999,'<= 2.402,'0.383 < x <= 0.385,"","A, C, D, E, F, G, H, I, J, K, L",B
20,12,Reef,0.7889999999999999,'<= -2.61,'<= 0.383,"",Any,None
20,13,Reef,0.7809999999999999,'-0.406 < x <= -0.386,"","","A, E, F, G, H, J, L","B, C, D, I, K"
20,14,Reef,0.763,'<= -0.386,'> 0.061,'> -0.201,"A, E, F, H, I, J, K, L","B, C, D, G"
20,15,Reef,0.74,'<= 2.402,'> 0.385,'> -0.08,"A, B, C, D, E, F, H, I, J, K, L",G
20,16,Reef,0.721,'<= -0.761,'0.296 < x <= 0.365,'> -0.201,"A, B, D, E, F, G, H, I, J, K, L",C
20,17,Reef,0.712,'2.148 < x <= 2.402,'-0.501 < x <= 0.179,"",Any,None
20,18,Reef,0.708,'0.541 < x <= 0.622,'0.179 < x <= 0.287,'<= 0.008,"A, E, F, G, H, I, J, K, L","B, C, D"
20,19,Reef,0.699,'<= -1.895,'> 0.383,"",Any,None
20,20,Reef,0.691,'<= 2.402,'> 0.179,"",I,"A, B, C, D, E, F, G, H, J, K, L"
20,21,Reef,0.6849999999999999,'-0.612 < x <= -0.386,'> 0.201,'> -0.201,"A, E, F, G, H, I, J, K, L","B, C, D"
20,22,Reef,0.6839999999999999,'<= 2.402,'> 0.383,'<= -0.144,"A, B, C, D, E, F, H, I, J, K, L",G
20,23,Reef,0.6729999999999999,'<= -0.386,"","",I,"A, B, C, D, E, F, G, H, J, K, L"
20,24,Reef,0.6699999999999999,'-2.61 < x <= -0.612,'0.201 < x <= 0.23,"","A, B, D, E, F, G, H, I, J, K, L",C
20,25,Reef,0.6669999999999999,'<= -0.386,"",'<= 0.221,H,"A, B, C, D, E, F, G, I, J, K, L"
20,26,Reef,0.6629999999999999,"",'0.179 < x <= 0.287,'<= 0.019,A,"B, C, D, E, F, G, H, I, J, K, L"
20,27,Reef,0.6609999999999999,'-0.386 < x <= 2.402,'-1.203 < x <= -1.007,"",Any,None
20,28,Reef,0.657,'<= -0.435,"","",C,"A, B, D, E, F, G, H, I, J, K, L"
20,29,Reef,0.654,'-0.386 < x <= 2.402,'0.179 < x <= 0.383,'> 0.019,"A, E, F, G, H, J, K, L","B, C, D, I"
20,30,Reef,0.642,'<= 1.806,'-0.501 < x <= -0.139,"",Any,None
20,31,Reef,0.633,'0.893 < x <= 1.175,'0.179 < x <= 0.287,'<= 0.008,"A, C, E, F, G, H, I, J, K, L","B, D"
20,32,Reef,0.632,'-0.283 < x <= 1.353,'> -1.385,"",E,"A, B, C, D, F, G, H, I, J, K, L"
20,33,Reef,0.611,'-0.283 < x <= 2.402,'-0.501 < x <= 0.179,'<= 0.015,"A, C, E, F, G, H, I, L","B, D, J, K"
20,34,Reef,0.597,'-0.283 < x <= 1.005,'-0.107 < x <= 0.179,"","A, C, D, E, F, G, H","B, I, J, K, L"
20,35,Reef,0.5770000000000001,'-0.386 < x <= 2.06,'0.287 < x <= 0.383,"","A, E, F, G, H, J, K, L","B, C, D, I"
20,36,Reef,0.556,'-0.283 < x <= 1.84,'<= -1.203,"","A, B, C, D, F, G, H, I, J, K, L",E
21,1,Sand,0.8630000000000001,'> -0.136,'<= 0.109,"",J,"A, B, C, D, E, F, G, H, I, K, L"
21,2,Sand,0.77,'> 2.109,'<= -0.53,"","A, B, C, D, E, F, G, I, J, K, L",H
21,3,Sand,0.6639999999999999,'> -0.136,'0.147 < x <= 0.435,'<= 0.131,"A, B, C, D, F, H","E, G, I, J, K, L"
21,4,Sand,0.637,'> 1.611,'> 0.435,"","A, C, E, F, G, H, I, J, K, L","B, D"
21,5,Sand,0.634,'> -0.136,'> 0.147,'<= 0.1,A,"B, C, D, E, F, G, H, I, J, K, L"
21,6,Sand,0.627,'> 0.232,"",'<= 0.145,J,"A, B, C, D, E, F, G, H, I, K, L"
21,7,Sand,0.621,'> 0.755,'<= -0.53,'> -0.207,"A, B, C, D, E, F, G, I, J, K, L",H
21,8,Sand,0.593,'> -0.136,"",'<= 0.145,H,"A, B, C, D, E, F, G, I, J, K, L"
21,9,Sand,0.5670000000000001,'> -1.411,'> 0.263,'<= -0.075,"A, E, F, G, H, I, J, K, L","B, C, D"
21,10,Sand,0.556,'> -1.411,'<= 0.524,'> -0.132,"A, B, C, D, E, F, G, H, I, K, L",J
21,11,Reef,0.971,"","",'<= -0.141,D,"A, B, C, E, F, G, H, I, J, K, L"
21,12,Reef,0.915,"",'> 0.435,"",B,"A, C, D, E, F, G, H, I, J, K, L"
21,13,Reef,0.882,'<= -0.136,'> 0.258,"",D,"A, B, C, E, F, G, H, I, J, K, L"
21,14,Reef,0.8780000000000001,'<= -0.136,'> 0.258,"",B,"A, C, D, E, F, G, H, I, J, K, L"
21,15,Reef,0.8630000000000001,'-0.139 < x <= -0.136,"","",Any,None
21,16,Reef,0.8470000000000001,'<= -0.136,'> 0.164,'> -0.132,"A, E, F, H, I, J, K, L","B, C, D, G"
21,17,Reef,0.8220000000000001,'<= -0.136,"","",J,"A, B, C, D, E, F, G, H, I, K, L"
21,18,Reef,0.774,'<= 0.232,'> 0.109,"",J,"A, B, C, D, E, F, G, H, I, K, L"
21,19,Reef,0.773,'<= -0.136,"",'<= -0.132,Any,None
21,20,Reef,0.746,'> -0.136,'<= 0.147,'<= 0.1,"A, C, F","B, D, E, G, H, I, J, K, L"
21,21,Reef,0.742,'> -0.136,'> 0.239,"",L,"A, B, C, D, E, F, G, H, I, J, K"
21,22,Reef,0.716,'<= -0.139,"",'<= 0.048,"A, E, F, H, I, J, L","B, C, D, G, K"
21,23,Reef,0.697,'-0.136 < x <= 1.611,'> 0.435,"",Any,None
21,24,Reef,0.694,"",'-0.53 < x <= 0.435,'<= 0.1,E,"A, B, C, D, F, G, H, I, J, K, L"
21,25,Reef,0.69,'<= -0.136,"",'<= 0.204,"F, H, I, J","A, B, C, D, E, G, K, L"
21,26,Reef,0.6839999999999999,'-1.411 < x <= -0.136,'> 0.258,'> -0.075,"A, B, D, E, F, G, H, I, J, K, L",C
21,27,Reef,0.6629999999999999,'<= -1.411,'> -1.749,"",Any,None
21,28,Reef,0.6629999999999999,'-0.136 < x <= -0.078,"",'-0.009 < x <= 0.1,L,"A, B, C, D, E, F, G, H, I, J, K"
21,29,Reef,0.655,'<= 2.109,"",'<= -0.207,E,"A, B, C, D, F, G, H, I, J, K, L"
21,30,Reef,0.626,'> -0.136,"",'<= -0.17,G,"A, B, C, D, E, F, H, I, J, K, L"
21,31,Reef,0.617,'> -0.136,"",'0.131 < x <= 0.145,"A, D, E, F, G, I, J, K, L","B, C, H"
21,32,Reef,0.615,'<= 0.755,"",'<= 0.1,E,"A, B, C, D, F, G, H, I, J, K, L"
22,1,Sand,0.8,'> 3.276,"","",Any,None
22,2,Sand,0.7859999999999999,'> 1.674,"",'> 0.133,Any,None
22,3,Sand,0.6669999999999999,'<= 0.459,'> 0,'0.078 < x <= 0.087,"B, C, E, F, G, H, I, J, K, L","A, D"
22,4,Sand,0.6669999999999999,'> 1.674,'0.151 < x <= 0.47,'> -0.284,Any,None
22,5,Sand,0.64,'> 1.674,'<= -0.066,'-0.284 < x <= 0.125,Any,None
22,6,Sand,0.639,'<= 0.459,'0.008 < x <= 0.162,'-0.112 < x <= 0.072,"B, C, D, F, H, J, K, L","A, E, G, I"
22,7,Sand,0.524,"",'<= 0.378,'> -0.116,Any,None
22,8,Reef,0.9480000000000001,'<= -1.334,'-0.648 < x <= 0,'<= 0.173,"B, C, D, E, F, G, H, I, J, K, L",A
22,9,Reef,0.8220000000000001,'> 1.674,'-0.066 < x <= 0.151,'<= 0.063,"A, B, C, D, E, F, G, H, J, K, L",I
22,10,Reef,0.805,'<= -1.795,'<= -1.157,"",Any,None
22,11,Reef,0.7959999999999999,'<= 0.459,'0 < x <= 0.008,'<= 0.173,Any,None
22,12,Reef,0.777,'> 1.674,"",'<= -0.284,Any,None
22,13,Reef,0.773,'<= 0.459,'> -1.157,"",E,"A, B, C, D, F, G, H, I, J, K, L"
22,14,Reef,0.739,'> 1.674,"",'0.125 < x <= 0.133,"A, B, C, D, E, F, G, H, J, K, L",I
22,15,Reef,0.737,'<= 0.459,'0.162 < x <= 0.17,"","A, B, C, E, F, H, I, J, K, L","D, G"
22,16,Reef,0.726,'<= 0.459,"",'<= 0.087,I,"A, B, C, D, E, F, G, H, J, K, L"
22,17,Reef,0.725,'<= 0.459,'0.176 < x <= 0.191,'> -0.116,"A, B, C, E, F, G, H, K, L","D, I, J"
22,18,Reef,0.721,'<= 0.459,'> 0.008,'0.072 < x <= 0.078,"A, B, C, D, E, F, G, H, J, K, L",I
22,19,Reef,0.718,'<= -0.795,"","",D,"A, B, C, E, F, G, H, I, J, K, L"
22,20,Reef,0.695,'<= 0.459,'> -0.648,'> 0.173,Any,None
22,21,Reef,0.691,'<= 0.459,'> 0,'<= 0.173,A,"B, C, D, E, F, G, H, I, J, K, L"
22,22,Reef,0.6869999999999999,'<= 0.459,'> 0,'> 0.087,"B, C, D, E, F, G, H, I, J, K, L",A
22,23,Reef,0.647,'<= 1.674,'> 0.378,"",Any,None
22,24,Reef,0.617,'<= 0.459,'<= -1.561,'<= 0.103,Any,None
22,25,Reef,0.616,'<= 3.276,'> 0.47,'<= 0.125,"A, B, C, D, E, F, G, H, J, K, L",I
22,26,Reef,0.609,'<= 1.674,"",'<= -0.116,Any,None
22,27,Reef,0.599,'<= 0.459,'0.201 < x <= 0.367,'> -0.112,"A, B, E, F, G, H, I, J, K, L","C, D"
23,1,Sand,0.627,'-0.513 < x <= 0.156,'> 0.33,"",G,"A, B, C, D, E, F, H, I, J, K, L"
23,2,Sand,0.54,'<= -0.513,"",'> -0.265,G,"A, B, C, D, E, F, H, I, J, K, L"
23,3,Sand,0.51,"","",'> -0.265,Any,None
23,4,Reef,0.996,'<= -2.387,"","","A, B, C, D, E, F, H, I, J, K, L",G
23,5,Reef,0.9530000000000001,"",'> 0.33,"",K,"A, B, C, D, E, F, G, H, I, J, L"
23,6,Reef,0.9390000000000001,"","","",Any,None
23,7,Reef,0.889,'<= -0.513,"",'<= -0.068,"A, B, C, D, E, F, I, J, K, L","G, H"
23,8,Reef,0.8550000000000001,'<= 1.532,'-0.398 < x <= -0.33,"",Any,None
23,9,Reef,0.8550000000000001,'<= 1.334,'> 0.33,'> -0.265,"A, B, D, E, F, H, I, J, K, L","C, G"
23,10,Reef,0.8210000000000001,"",'0.132 < x <= 0.135,"","A, C, E, F, G, H, I, J, K, L","B, D"
23,11,Reef,0.7889999999999999,'<= 1.597,'> 0.135,"",I,"A, B, C, D, E, F, G, H, J, K, L"
23,12,Reef,0.774,'<= 1.597,'> 0.132,"",K,"A, B, C, D, E, F, G, H, I, J, L"
23,13,Reef,0.749,"",'> 0.33,'<= 0.145,I,"A, B, C, D, E, F, G, H, J, K, L"
23,14,Reef,0.742,'> -0.513,'0.176 < x <= 0.18,"",G,"A, B, C, D, E, F, H, I, J, K, L"
23,15,Reef,0.72,'<= -0.513,'> -0.966,"","A, B, C, D, E, F, H, I, J, K, L",G
23,16,Reef,0.695,'-0.255 < x <= 0.146,'> -0.398,'> 0.125,"A, B, D, E, F, G, H, I, J","C, K, L"
23,17,Reef,0.694,'<= 1.532,'> 0.069,'> 0.125,"A, B, D, E, F, G, H, I, J, K, L",C
23,18,Reef,0.691,'<= 2.56,'-0.504 < x <= -0.061,'<= 0.105,"A, B, C, D, E, F, G, H","I, J, K, L"
23,19,Reef,0.6769999999999999,'-0.513 < x <= 2.56,'<= 0.132,'0.105 < x <= 0.118,"A, C, E, F, G, H, I","B, D, J, K, L"
23,20,Reef,0.6719999999999999,"","",'<= -0.265,Any,None
23,21,Reef,0.642,'<= 1.597,'> 0.132,'> -0.025,"A, C, E, F, H, I, J, K, L","B, D, G"
23,22,Reef,0.639,'-0.513 < x <= 2.625,'> 0.33,'<= 0.019,"A, B, E, F, G, H, I, J, K, L","C, D"
23,23,Reef,0.617,'<= 2.56,'-0.061 < x <= 0.129,'<= 0.118,"C, E, F, G, H, I","A, B, D, J, K, L"
23,24,Reef,0.6,'-0.513 < x <= 2.56,"",'<= 0.125,A,"B, C, D, E, F, G, H, I, J, K, L"
24,1,Sand,0.891,'> -0.385,'0.227 < x <= 0.393,'-0.168 < x <= -0.16,"A, B, C, E, F, G, H, I, J, K, L",D
24,2,Sand,0.735,'> 1.219,'<= -1.234,'<= -0.168,Any,None
24,3,Sand,0.6779999999999999,'> -0.385,'> 0.227,'> 0.041,G,"A, B, C, D, E, F, H, I, J, K, L"
24,4,Sand,0.6609999999999999,'> -0.385,'<= -2.237,'> -0.077,Any,None
24,5,Sand,0.658,'> -2.387,'<= 0.524,'> -0.07,B,"A, C, D, E, F, G, H, I, J, K, L"
24,6,Sand,0.657,'> -0.385,'<= 0.393,'> -0.168,D,"A, B, C, E, F, G, H, I, J, K, L"
24,7,Sand,0.641,'> -2.387,'<= 0.524,'> -0.07,D,"A, B, C, E, F, G, H, I, J, K, L"
24,8,Sand,0.631,'-0.385 < x <= 0.155,'0.056 < x <= 0.205,'-0.077 < x <= 0.159,"A, B, C, D, E, F, G, H, I, L","J, K"
24,9,Sand,0.541,'> -0.385,"","",Any,None
24,10,Reef,0.768,'<= 1.571,'-0.45 < x <= -0.33,"",Any,None
24,11,Reef,0.756,'<= 0.238,'> 0.34,'> -0.168,C,"A, B, D, E, F, G, H, I, J, K, L"
24,12,Reef,0.744,'1.571 < x <= 2.478,'0.401 < x <= 0.508,'<= 0.003,"A, E, F, G, H, I, J, K, L","B, C, D"
24,13,Reef,0.737,'-0.385 < x <= 1.571,'> 0.393,'> -0.168,"A, B, D, E, F, G, H, I, J, K, L",C
24,14,Reef,0.731,'> 2.948,'<= 0.508,'> 0.016,Any,None
24,15,Reef,0.701,'0.155 < x <= 1.571,'-0.208 < x <= -0.036,"","A, B, C, D, E, F, G, H, L","I, J, K"
24,16,Reef,0.697,'0.155 < x <= 1.362,'-0.208 < x <= 0.227,'-0.077 < x <= 0.172,"A, C, E, F, H","B, D, G, I, J, K, L"
24,17,Reef,0.6779999999999999,'<= 1.571,'<= 0.227,'<= -0.077,"A, F, G, H, I, J, K, L","B, C, D, E"
24,18,Reef,0.6769999999999999,'<= 2.478,"",'<= 0.016,H,"A, B, C, D, E, F, G, I, J, K, L"
24,19,Reef,0.646,'<= 1.571,'> -2.237,"",H,"A, B, C, D, E, F, G, I, J, K, L"
24,20,Reef,0.639,'<= 2.875,'> -1.234,'<= -0.168,Any,None
24,21,Reef,0.638,'<= 0.155,'> 0.056,"","A, E, F, H, I, J, K, L","B, C, D, G"
24,22,Reef,0.612,"",'> 0.508,"","A, B, D, E, F, G, H, I, J, K, L",C
24,23,Reef,0.595,'<= -0.385,"","",Any,None
24,24,Reef,0.584,'<= 1.571,'> 0.227,"","A, B, D, E, F, G, H, I, J, K, L",C
24,25,Reef,0.556,'<= 1.571,"","",E,"A, B, C, D, F, G, H, I, J, K, L"
25,1,Sand,0.8,'-0.533 < x <= 0.155,'<= 0.27,'> 0.13,L,"A, B, C, D, E, F, G, H, I, J, K"
25,2,Sand,0.7889999999999999,'-2.387 < x <= 0.155,'<= 0.27,'0.006 < x <= 0.017,L,"A, B, C, D, E, F, G, H, I, J, K"
25,3,Sand,0.651,'-0.533 < x <= 0.985,'-2.028 < x <= -1.381,'> -0.171,Any,None
25,4,Sand,0.599,'-1.97 < x <= -0.533,'<= 0.03,'0.012 < x <= 0.303,"A, B, C, D, E, F, H, I, J, L","G, K"
25,5,Sand,0.597,'> -2.387,'<= 0.27,"",G,"A, B, C, D, E, F, H, I, J, K, L"
25,6,Sand,0.537,'> -2.387,"","",Any,None
25,7,Reef,0.989,'<= -0.533,"","",K,"A, B, C, D, E, F, G, H, I, J, L"
25,8,Reef,0.898,'<= 0.985,'> 0.382,'-0.171 < x <= -0.149,Any,None
25,9,Reef,0.8760000000000001,'<= 0.985,'-1.381 < x <= 0.27,'<= -0.079,"A, E, F, H, I, J, L","B, C, D, G, K"
25,10,Reef,0.8390000000000001,'1.162 < x <= 3.052,"",'-0.229 < x <= -0.223,Any,None
25,11,Reef,0.8170000000000001,'<= -0.533,'> -2.229,'> 0.303,Any,None
25,12,Reef,0.7959999999999999,'<= 0.985,'> 0.382,'> -0.171,"A, B, C, D, E, F, H, I, J, K, L",G
25,13,Reef,0.776,'0.985 < x <= 2.713,'0.415 < x <= 0.47,'<= 0.138,G,"A, B, C, D, E, F, H, I, J, K, L"
25,14,Reef,0.744,'<= 0.985,'> 0.27,"","A, B, D, E, F, H, I, J, K, L","C, G"
25,15,Reef,0.728,'<= -2.387,"","",Any,None
25,16,Reef,0.7,'0.201 < x <= 0.985,'-0.068 < x <= 0.382,'<= 0.325,"A, E, F, H, I","B, C, D, G, J, K, L"
25,17,Reef,0.6789999999999999,'<= 0.985,"",'<= -0.171,Any,None
25,18,Reef,0.647,'-0.533 < x <= 0.985,'-2.229 < x <= -2.028,'<= 0.325,Any,None
25,19,Reef,0.62,'> 1.162,"",'<= 0.138,"F, K, L","A, B, C, D, E, G, H, I, J"
25,20,Reef,0.598,'<= 3.052,'> 0.47,"","A, B, D, E, F, G, H, I, J, K, L",C
25,21,Reef,0.5760000000000001,'<= 0.155,'> -2.028,'<= 0.325,"A, E, F, H, I, J, L","B, C, D, G, K"
26,1,Sand,0.8340000000000001,'0.112 < x <= 0.145,"",'<= -0.08,"A, B, C, E, F, G, H, I, J, L","D, K"
26,2,Sand,0.779,'-0.549 < x <= 0.544,'> 0.404,'> -0.08,"A, E, F, G, H, L","B, C, D, I, J, K"
26,3,Sand,0.764,'0.65 < x <= 1.835,'0.102 < x <= 0.205,'> -0.08,"A, B, C, D, E, F, G, H, K, L","I, J"
26,4,Sand,0.707,'> -0.549,"",'> -0.08,D,"A, B, C, E, F, G, H, I, J, K, L"
26,5,Sand,0.519,'> -2.618,"","",Any,None
26,6,Reef,0.987,'<= -0.549,"","",K,"A, B, C, D, E, F, G, H, I, J, L"
26,7,Reef,0.985,'<= -0.549,"","",J,"A, B, C, D, E, F, G, H, I, K, L"
26,8,Reef,0.969,'0.145 < x <= 2.95,'> 0.413,'<= -0.08,"B, E, F, G, H, I, J, K, L","A, C, D"
26,9,Reef,0.917,'<= -0.118,'> 0.101,"",J,"A, B, C, D, E, F, G, H, I, K, L"
26,10,Reef,0.884,'0.544 < x <= 0.563,'> 0.101,"","A, E, F, G, H, I, L","B, C, D, J, K"
26,11,Reef,0.8780000000000001,'<= -1.655,"","","B, C, D, E, F, H, I, J, K, L","A, G"
26,12,Reef,0.8580000000000001,'<= 0.544,'> 0.102,'> 0.1,"B, C, E, F, H, I, J, K, L","A, D, G"
26,13,Reef,0.8570000000000001,"",'0.101 < x <= 0.102,'> -0.08,"A, C, D, E, F, G, H, I, J, K, L",B
26,14,Reef,0.8150000000000001,'<= 0.501,'> 0.101,'<= -0.001,"B, E, F, H, I, L","A, C, D, G, J, K"
26,15,Reef,0.7849999999999999,'> -0.549,'<= 0.101,'0.16 < x <= 0.172,"A, C, D, E, F, G, H, J","B, I, K, L"
26,16,Reef,0.756,'<= -0.549,"",'<= 0.153,"C, E, F, H, I, J, K, L","A, B, D, G"
26,17,Reef,0.73,'<= 1.835,'> 0.101,"",I,"A, B, C, D, E, F, G, H, J, K, L"
26,18,Reef,0.6859999999999999,"","",'<= -0.08,D,"A, B, C, E, F, G, H, I, J, K, L"
26,19,Reef,0.6769999999999999,'<= 0.713,'> 0.191,"",J,"A, B, C, D, E, F, G, H, I, K, L"
26,20,Reef,0.6759999999999999,'0.145 < x <= 2.95,'> 0.493,'<= -0.08,"B, C, D, E, F, G, H, I, J, K, L",A
26,21,Reef,0.6639999999999999,'-0.549 < x <= 1.676,'-0.45 < x <= 0.101,'<= 0.215,"A, D, E, F, G, H","B, C, I, J, K, L"
26,22,Reef,0.656,"",'> 0.101,"",K,"A, B, C, D, E, F, G, H, I, J, L"
26,23,Reef,0.625,'<= 0.501,"",'<= -0.059,"A, B, D, E, F, G, H, I, K, L","C, J"
26,24,Reef,0.623,'<= -0.549,'> 0.279,"","B, C, D, E, F, G, H, I, J, K, L",A
26,25,Reef,0.597,'-0.549 < x <= 2.95,"",'<= -0.08,A,"B, C, D, E, F, G, H, I, J, K, L"
26,26,Reef,0.594,'0.65 < x <= 1.835,'> 0.205,'> -0.08,"A, E, F, G, H, I, K, L","B, C, D, J"
27,1,Sand,0.8310000000000001,'> 2.534,"",'<= -0.115,"A, B, D, E, F, H, I, J, K, L","C, G"
27,2,Sand,0.809,'2.146 < x <= 2.478,'<= 0.353,'-0.115 < x <= 0,Any,None
27,3,Sand,0.7939999999999999,'0.419 < x <= 0.489,"",'-0.115 < x <= 0.087,"A, B, C, D, E, F, G, H, J, K, L",I
27,4,Sand,0.776,'0.489 < x <= 2.982,'<= 0.476,'-0.115 < x <= -0.104,"A, B, E, F, H, I, K, L","C, D, G, J"
27,5,Sand,0.722,'> -0.122,"",'-0.35 < x <= -0.319,"A, B, D, E, F, G, H, I, J, K, L",C
27,6,Sand,0.705,'-0.516 < x <= 0.416,'0.161 < x <= 0.24,'-0.115 < x <= 0.012,"A, B, C, E, F, G, H, I, J, K, L",D
27,7,Sand,0.696,'> 1.293,'<= -1.202,'-0.35 < x <= -0.118,Any,None
27,8,Sand,0.694,'-2.387 < x <= -1.005,'<= -0.56,'> 0.078,Any,None
27,9,Sand,0.69,'2.478 < x <= 2.982,'<= 0.476,'-0.115 < x <= 0.021,Any,None
27,10,Sand,0.6599999999999999,'<= -1.005,'> 0.433,'> -0.18,G,"A, B, C, D, E, F, H, I, J, K, L"
27,11,Sand,0.646,'> 0.489,'<= 0.476,'0.021 < x <= 0.087,"A, B, C, D, E, F, H, I, K, L","G, J"
27,12,Sand,0.587,'-0.516 < x <= 0.416,'<= 0.161,'> -0.001,"A, B, C, F, H, J, K, L","D, E, G, I"
27,13,Sand,0.531,'> -1.005,"","",Any,None
27,14,Reef,0.994,'<= -2.387,"","","A, B, C, D, E, F, H, I, J, K, L",G
